T0,T1,T2,count
Education0,Health Admin. & Assisting1,Health Admin. & Assisting2,46
Education0,Health Admin. & Assisting1,Education2,3
Education0,Health Admin. & Assisting1,Arts: Visual & Performing2,1
Education0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,4
Education0,Agric. & Nat. Res. Cons1,Business2,2
Education0,Agric. & Nat. Res. Cons1,English & Foreign Lang.2,1
Education0,Agric. & Nat. Res. Cons1,Social Sciences & Law2,4
Education0,Agric. & Nat. Res. Cons1,Communications2,3
Education0,Agric. & Nat. Res. Cons1,Engineering2,1
Education0,Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",4
Education0,Agric. & Nat. Res. Cons1,Architecture2,1
Education0,Agric. & Nat. Res. Cons1,Health Admin. & Assisting2,3
Education0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,90
Education0,Agric. & Nat. Res. Cons1,Education2,8
Education0,Agric. & Nat. Res. Cons1,Arts: Visual & Performing2,1
Education0,Education1,"Philosophy, Religion, & Theology2",18
Education0,Education1,Sciences: Biological & Physical2,36
Education0,Education1,Health Sci. & Techno.2,92
Education0,Education1,Business2,165
Education0,Education1,Eng. Tech. & Drafting2,3
Education0,Education1,English & Foreign Lang.2,69
Education0,Education1,Comp. Sci. & Mathematics2,46
Education0,Education1,Social Sciences & Law2,207
Education0,Education1,"Repair, Production, & Construction2",2
Education0,Education1,Communications2,82
Education0,Education1,Engineering2,6
Education0,Education1,"Commun, Fam., & Personal Svcs2",257
Education0,Education1,Architecture2,2
Education0,Education1,Health Admin. & Assisting2,13
Education0,Education1,Agric. & Nat. Res. Cons2,19
Education0,Education1,Education2,6459
Education0,Education1,Arts: Visual & Performing2,68
Education0,Arts: Visual & Performing1,"Philosophy, Religion, & Theology2",2
Education0,Arts: Visual & Performing1,Sciences: Biological & Physical2,6
Education0,Arts: Visual & Performing1,Health Sci. & Techno.2,3
Education0,Arts: Visual & Performing1,Business2,10
Education0,Arts: Visual & Performing1,English & Foreign Lang.2,3
Education0,Arts: Visual & Performing1,Comp. Sci. & Mathematics2,2
Education0,Arts: Visual & Performing1,Social Sciences & Law2,19
Education0,Arts: Visual & Performing1,Communications2,13
Education0,Arts: Visual & Performing1,Engineering2,1
Education0,Arts: Visual & Performing1,"Commun, Fam., & Personal Svcs2",8
Education0,Arts: Visual & Performing1,Education2,61
Education0,Arts: Visual & Performing1,Arts: Visual & Performing2,549
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1","Philosophy, Religion, & Theology2",80
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",Business2,6
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",English & Foreign Lang.2,2
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",Comp. Sci. & Mathematics2,1
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",Social Sciences & Law2,5
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",Communications2,3
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",Education2,8
Arts: Visual & Performing0,"Philosophy, Religion, & Theology1",Arts: Visual & Performing2,10
Arts: Visual & Performing0,Sciences: Biological & Physical1,"Philosophy, Religion, & Theology2",2
Arts: Visual & Performing0,Sciences: Biological & Physical1,Sciences: Biological & Physical2,244
Arts: Visual & Performing0,Sciences: Biological & Physical1,Health Sci. & Techno.2,14
Arts: Visual & Performing0,Sciences: Biological & Physical1,"Area, Eth. & Multidiscip. Studies2",1
Arts: Visual & Performing0,Sciences: Biological & Physical1,Business2,11
Arts: Visual & Performing0,Sciences: Biological & Physical1,English & Foreign Lang.2,11
Arts: Visual & Performing0,Sciences: Biological & Physical1,Comp. Sci. & Mathematics2,9
Arts: Visual & Performing0,Sciences: Biological & Physical1,Social Sciences & Law2,21
Arts: Visual & Performing0,Sciences: Biological & Physical1,Communications2,7
Arts: Visual & Performing0,Sciences: Biological & Physical1,Engineering2,5
Arts: Visual & Performing0,Sciences: Biological & Physical1,"Commun, Fam., & Personal Svcs2",9
Arts: Visual & Performing0,Sciences: Biological & Physical1,Health Admin. & Assisting2,2
Arts: Visual & Performing0,Sciences: Biological & Physical1,Agric. & Nat. Res. Cons2,6
Arts: Visual & Performing0,Sciences: Biological & Physical1,Education2,16
Arts: Visual & Performing0,Sciences: Biological & Physical1,Arts: Visual & Performing2,20
Arts: Visual & Performing0,Health Sci. & Techno.1,"Philosophy, Religion, & Theology2",1
Arts: Visual & Performing0,Health Sci. & Techno.1,Sciences: Biological & Physical2,13
Arts: Visual & Performing0,Health Sci. & Techno.1,Health Sci. & Techno.2,273
Arts: Visual & Performing0,Health Sci. & Techno.1,Business2,13
Arts: Visual & Performing0,Health Sci. & Techno.1,Eng. Tech. & Drafting2,1
Arts: Visual & Performing0,Health Sci. & Techno.1,English & Foreign Lang.2,8
Arts: Visual & Performing0,Health Sci. & Techno.1,Comp. Sci. & Mathematics2,1
Arts: Visual & Performing0,Health Sci. & Techno.1,Social Sciences & Law2,9
Arts: Visual & Performing0,Health Sci. & Techno.1,"Repair, Production, & Construction2",1
Arts: Visual & Performing0,Health Sci. & Techno.1,Communications2,9
Arts: Visual & Performing0,Health Sci. & Techno.1,Engineering2,2
Arts: Visual & Performing0,Health Sci. & Techno.1,"Commun, Fam., & Personal Svcs2",22
Arts: Visual & Performing0,Health Sci. & Techno.1,Architecture2,1
Arts: Visual & Performing0,Health Sci. & Techno.1,Health Admin. & Assisting2,9
Arts: Visual & Performing0,Health Sci. & Techno.1,Agric. & Nat. Res. Cons2,1
Arts: Visual & Performing0,Health Sci. & Techno.1,Education2,25
Arts: Visual & Performing0,Health Sci. & Techno.1,Arts: Visual & Performing2,13
Arts: Visual & Performing0,"Area, Eth. & Multidiscip. Studies1","Area, Eth. & Multidiscip. Studies2",10
Arts: Visual & Performing0,"Area, Eth. & Multidiscip. Studies1",Business2,1
Arts: Visual & Performing0,"Area, Eth. & Multidiscip. Studies1",Communications2,1
Arts: Visual & Performing0,"Area, Eth. & Multidiscip. Studies1",Arts: Visual & Performing2,2
Arts: Visual & Performing0,Business1,"Philosophy, Religion, & Theology2",3
Arts: Visual & Performing0,Business1,Sciences: Biological & Physical2,13
Arts: Visual & Performing0,Business1,Health Sci. & Techno.2,9
Arts: Visual & Performing0,Business1,"Area, Eth. & Multidiscip. Studies2",1
Arts: Visual & Performing0,Business1,Business2,947
Arts: Visual & Performing0,Business1,Eng. Tech. & Drafting2,3
Arts: Visual & Performing0,Business1,English & Foreign Lang.2,8
Arts: Visual & Performing0,Business1,Comp. Sci. & Mathematics2,20
Arts: Visual & Performing0,Business1,Social Sciences & Law2,30
Arts: Visual & Performing0,Business1,"Repair, Production, & Construction2",4
Arts: Visual & Performing0,Business1,Communications2,47
Arts: Visual & Performing0,Business1,Engineering2,2
Arts: Visual & Performing0,Business1,"Commun, Fam., & Personal Svcs2",36
Arts: Visual & Performing0,Business1,Architecture2,4
Arts: Visual & Performing0,Business1,Health Admin. & Assisting2,2
Arts: Visual & Performing0,Business1,Agric. & Nat. Res. Cons2,3
Arts: Visual & Performing0,Business1,Education2,11
Arts: Visual & Performing0,Business1,Arts: Visual & Performing2,53
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Sciences: Biological & Physical2,1
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Business2,6
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Eng. Tech. & Drafting2,108
Arts: Visual & Performing0,Eng. Tech. & Drafting1,English & Foreign Lang.2,3
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Comp. Sci. & Mathematics2,6
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Social Sciences & Law2,1
Arts: Visual & Performing0,Eng. Tech. & Drafting1,"Repair, Production, & Construction2",4
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Communications2,2
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Engineering2,4
Arts: Visual & Performing0,Eng. Tech. & Drafting1,"Commun, Fam., & Personal Svcs2",2
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Agric. & Nat. Res. Cons2,3
Arts: Visual & Performing0,Eng. Tech. & Drafting1,Arts: Visual & Performing2,8
Arts: Visual & Performing0,English & Foreign Lang.1,"Philosophy, Religion, & Theology2",1
Arts: Visual & Performing0,English & Foreign Lang.1,Sciences: Biological & Physical2,5
Arts: Visual & Performing0,English & Foreign Lang.1,Health Sci. & Techno.2,3
Arts: Visual & Performing0,English & Foreign Lang.1,Business2,5
Arts: Visual & Performing0,English & Foreign Lang.1,English & Foreign Lang.2,305
Arts: Visual & Performing0,English & Foreign Lang.1,Comp. Sci. & Mathematics2,3
Arts: Visual & Performing0,English & Foreign Lang.1,Social Sciences & Law2,14
Arts: Visual & Performing0,English & Foreign Lang.1,Communications2,18
Arts: Visual & Performing0,English & Foreign Lang.1,"Commun, Fam., & Personal Svcs2",8
Arts: Visual & Performing0,English & Foreign Lang.1,Health Admin. & Assisting2,1
Arts: Visual & Performing0,English & Foreign Lang.1,Education2,12
Arts: Visual & Performing0,English & Foreign Lang.1,Arts: Visual & Performing2,24
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Sciences: Biological & Physical2,6
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Health Sci. & Techno.2,1
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Business2,14
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Eng. Tech. & Drafting2,2
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,English & Foreign Lang.2,2
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Comp. Sci. & Mathematics2,305
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Social Sciences & Law2,1
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,"Repair, Production, & Construction2",3
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Communications2,12
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Engineering2,2
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,"Commun, Fam., & Personal Svcs2",4
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Architecture2,1
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Agric. & Nat. Res. Cons2,1
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Education2,4
Arts: Visual & Performing0,Comp. Sci. & Mathematics1,Arts: Visual & Performing2,26
Arts: Visual & Performing0,Social Sciences & Law1,"Philosophy, Religion, & Theology2",5
Arts: Visual & Performing0,Social Sciences & Law1,Sciences: Biological & Physical2,11
Arts: Visual & Performing0,Social Sciences & Law1,Health Sci. & Techno.2,20
Arts: Visual & Performing0,Social Sciences & Law1,"Area, Eth. & Multidiscip. Studies2",4
Arts: Visual & Performing0,Social Sciences & Law1,Business2,33
Arts: Visual & Performing0,Social Sciences & Law1,English & Foreign Lang.2,12
Arts: Visual & Performing0,Social Sciences & Law1,Comp. Sci. & Mathematics2,3
Arts: Visual & Performing0,Social Sciences & Law1,Social Sciences & Law2,533
Arts: Visual & Performing0,Social Sciences & Law1,Communications2,16
Arts: Visual & Performing0,Social Sciences & Law1,Engineering2,1
Arts: Visual & Performing0,Social Sciences & Law1,"Commun, Fam., & Personal Svcs2",30
Arts: Visual & Performing0,Social Sciences & Law1,Architecture2,1
Arts: Visual & Performing0,Social Sciences & Law1,Health Admin. & Assisting2,2
Arts: Visual & Performing0,Social Sciences & Law1,Agric. & Nat. Res. Cons2,1
Arts: Visual & Performing0,Social Sciences & Law1,Education2,21
Arts: Visual & Performing0,Social Sciences & Law1,Arts: Visual & Performing2,31
Arts: Visual & Performing0,"Repair, Production, & Construction1",Sciences: Biological & Physical2,1
Arts: Visual & Performing0,"Repair, Production, & Construction1",Business2,2
Arts: Visual & Performing0,"Repair, Production, & Construction1",Eng. Tech. & Drafting2,2
Arts: Visual & Performing0,"Repair, Production, & Construction1",Comp. Sci. & Mathematics2,3
Arts: Visual & Performing0,"Repair, Production, & Construction1","Repair, Production, & Construction2",78
Arts: Visual & Performing0,"Repair, Production, & Construction1",Communications2,1
Arts: Visual & Performing0,"Repair, Production, & Construction1",Engineering2,1
Arts: Visual & Performing0,"Repair, Production, & Construction1","Commun, Fam., & Personal Svcs2",1
Arts: Visual & Performing0,"Repair, Production, & Construction1",Arts: Visual & Performing2,1
Arts: Visual & Performing0,Communications1,"Philosophy, Religion, & Theology2",1
Arts: Visual & Performing0,Communications1,Sciences: Biological & Physical2,3
Arts: Visual & Performing0,Communications1,Health Sci. & Techno.2,6
Arts: Visual & Performing0,Communications1,"Area, Eth. & Multidiscip. Studies2",1
Arts: Visual & Performing0,Communications1,Business2,39
Arts: Visual & Performing0,Communications1,Eng. Tech. & Drafting2,1
Arts: Visual & Performing0,Communications1,English & Foreign Lang.2,20
Arts: Visual & Performing0,Communications1,Comp. Sci. & Mathematics2,16
Arts: Visual & Performing0,Communications1,Social Sciences & Law2,29
Arts: Visual & Performing0,Communications1,"Repair, Production, & Construction2",2
Arts: Visual & Performing0,Communications1,Communications2,992
Arts: Visual & Performing0,Communications1,Engineering2,1
Arts: Visual & Performing0,Communications1,"Commun, Fam., & Personal Svcs2",13
Arts: Visual & Performing0,Communications1,Architecture2,1
Arts: Visual & Performing0,Communications1,Agric. & Nat. Res. Cons2,2
Arts: Visual & Performing0,Communications1,Education2,9
Arts: Visual & Performing0,Communications1,Arts: Visual & Performing2,81
Arts: Visual & Performing0,Engineering1,Sciences: Biological & Physical2,8
Arts: Visual & Performing0,Engineering1,Health Sci. & Techno.2,3
Arts: Visual & Performing0,Engineering1,Business2,8
Arts: Visual & Performing0,Engineering1,Eng. Tech. & Drafting2,3
Arts: Visual & Performing0,Engineering1,English & Foreign Lang.2,2
Arts: Visual & Performing0,Engineering1,Comp. Sci. & Mathematics2,14
Arts: Visual & Performing0,Engineering1,Social Sciences & Law2,7
Arts: Visual & Performing0,Engineering1,Communications2,5
Arts: Visual & Performing0,Engineering1,Engineering2,209
Arts: Visual & Performing0,Engineering1,"Commun, Fam., & Personal Svcs2",8
Arts: Visual & Performing0,Engineering1,Architecture2,2
Arts: Visual & Performing0,Engineering1,Education2,3
Arts: Visual & Performing0,Engineering1,Arts: Visual & Performing2,16
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1","Philosophy, Religion, & Theology2",2
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Sciences: Biological & Physical2,6
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Health Sci. & Techno.2,4
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Business2,22
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Eng. Tech. & Drafting2,2
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",English & Foreign Lang.2,3
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Comp. Sci. & Mathematics2,6
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Social Sciences & Law2,23
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1","Repair, Production, & Construction2",1
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Communications2,19
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1","Commun, Fam., & Personal Svcs2",548
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Health Admin. & Assisting2,1
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Agric. & Nat. Res. Cons2,2
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Education2,17
Arts: Visual & Performing0,"Commun, Fam., & Personal Svcs1",Arts: Visual & Performing2,26
Arts: Visual & Performing0,Architecture1,Health Sci. & Techno.2,1
Arts: Visual & Performing0,Architecture1,Business2,7
Arts: Visual & Performing0,Architecture1,Eng. Tech. & Drafting2,1
Arts: Visual & Performing0,Architecture1,Social Sciences & Law2,1
Arts: Visual & Performing0,Architecture1,"Repair, Production, & Construction2",1
Arts: Visual & Performing0,Architecture1,Communications2,1
Arts: Visual & Performing0,Architecture1,Engineering2,1
Arts: Visual & Performing0,Architecture1,"Commun, Fam., & Personal Svcs2",1
Arts: Visual & Performing0,Architecture1,Architecture2,77
Arts: Visual & Performing0,Architecture1,Education2,2
Arts: Visual & Performing0,Architecture1,Arts: Visual & Performing2,10
Arts: Visual & Performing0,Health Admin. & Assisting1,Sciences: Biological & Physical2,1
Arts: Visual & Performing0,Health Admin. & Assisting1,Business2,1
Arts: Visual & Performing0,Health Admin. & Assisting1,Comp. Sci. & Mathematics2,1
Arts: Visual & Performing0,Health Admin. & Assisting1,Social Sciences & Law2,1
Arts: Visual & Performing0,Health Admin. & Assisting1,"Commun, Fam., & Personal Svcs2",2
Arts: Visual & Performing0,Health Admin. & Assisting1,Health Admin. & Assisting2,23
Arts: Visual & Performing0,Health Admin. & Assisting1,Education2,1
Arts: Visual & Performing0,Health Admin. & Assisting1,Arts: Visual & Performing2,1
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Sciences: Biological & Physical2,2
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Health Sci. & Techno.2,2
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Business2,2
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,English & Foreign Lang.2,1
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Social Sciences & Law2,3
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Communications2,1
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,"Commun, Fam., & Personal Svcs2",3
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Agric. & Nat. Res. Cons2,47
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Education2,2
Arts: Visual & Performing0,Agric. & Nat. Res. Cons1,Arts: Visual & Performing2,2
Arts: Visual & Performing0,Education1,"Philosophy, Religion, & Theology2",5
Arts: Visual & Performing0,Education1,Sciences: Biological & Physical2,8
Arts: Visual & Performing0,Education1,Health Sci. & Techno.2,15
Arts: Visual & Performing0,Education1,Business2,31
